Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,LoanDefault
37,144295,52486,664,81,4,23.02,48,0.26,PhD,Unemployed,Married,No,No,Auto,Yes,0
56,50925,49831,310,19,1,14.47,36,0.53,Master's,Full-time,Married,Yes,No,Business,Yes,0
63,80172,221586,790,64,1,4.84,12,0.1,Bachelor's,Part-time,Married,No,No,Auto,Yes,0
22,92345,30744,356,27,4,19.47,60,0.12,Bachelor's,Unemployed,Married,Yes,No,Business,No,1
44,38457,182079,844,54,4,10.22,60,0.43,PhD,Self-employed,Married,Yes,No,Auto,No,0
47,75277,31189,511,119,3,8.86,24,0.82,Master's,Full-time,Single,Yes,Yes,Business,No,0
50,39737,212068,432,44,2,23.48,24,0.39,High School,Part-time,Divorced,Yes,Yes,Education,No,0
26,61002,143932,334,47,2,14.27,48,0.65,Bachelor's,Self-employed,Married,No,No,Home,Yes,0
42,39770,102971,365,98,1,3.27,36,0.72,Bachelor's,Self-employed,Divorced,No,Yes,Auto,Yes,0
57,66267,8597,372,63,4,13.62,12,0.45,Bachelor's,Unemployed,Single,Yes,No,Home,Yes,0
33,103255,133045,579,112,3,2.76,12,0.8,PhD,Part-time,Married,Yes,No,Other,Yes,0
38,90549,191985,430,58,3,19.93,24,0.32,Bachelor's,Self-employed,Single,No,No,Auto,Yes,0
22,39571,114447,588,112,4,10.15,48,0.17,Master's,Self-employed,Married,Yes,Yes,Other,No,1
30,42962,119110,337,34,1,13.54,60,0.29,High School,Unemployed,Married,No,Yes,Other,No,0
69,99972,202849,789,40,2,15.23,12,0.72,Master's,Self-employed,Single,Yes,Yes,Other,Yes,0
51,26853,189210,698,34,1,14.96,12,0.25,High School,Part-time,Single,No,No,Home,No,1
35,56183,232348,318,13,2,4.63,48,0.59,Master's,Part-time,Single,Yes,No,Home,Yes,0
65,140328,56613,835,33,2,10.2,24,0.46,High School,Unemployed,Divorced,Yes,Yes,Auto,Yes,0
44,74206,136778,552,77,3,24.83,60,0.71,Bachelor's,Part-time,Divorced,No,No,Business,Yes,0
21,66754,219613,444,52,1,3.45,12,0.59,PhD,Unemployed,Single,No,Yes,Home,Yes,0
20,19156,78372,577,48,4,15.31,48,0.72,High School,Self-employed,Married,Yes,Yes,Other,Yes,1
50,75544,205731,599,4,2,3.85,12,0.44,High School,Unemployed,Divorced,Yes,Yes,Other,No,0
41,97505,227270,495,20,3,23.35,12,0.15,Master's,Full-time,Divorced,No,No,Auto,Yes,0
40,95675,237929,651,64,3,11.55,48,0.67,Bachelor's,Part-time,Divorced,No,No,Home,No,1
36,56908,90510,773,37,3,12.2,12,0.4,PhD,Unemployed,Divorced,No,Yes,Business,No,0
43,115223,120643,433,8,3,22.06,48,0.32,Bachelor's,Unemployed,Single,Yes,No,Business,No,1
55,113127,43030,523,83,3,17.8,36,0.83,High School,Part-time,Married,No,No,Other,Yes,0
42,16465,136816,781,36,1,6.59,48,0.74,High School,Unemployed,Married,Yes,No,Other,Yes,1
35,118792,38712,810,35,3,11.73,24,0.28,High School,Full-time,Single,No,No,Auto,Yes,0
45,106299,81397,685,33,1,3.03,48,0.67,High School,Full-time,Single,No,Yes,Auto,Yes,0
57,17203,103628,770,81,1,7.86,60,0.82,Bachelor's,Self-employed,Single,No,No,Home,Yes,0
38,134592,38977,653,83,1,6.24,24,0.61,Master's,Self-employed,Married,Yes,Yes,Auto,No,0
25,80411,59516,693,68,4,17.38,48,0.53,High School,Part-time,Divorced,No,Yes,Home,No,0
65,138171,172821,411,44,1,23.05,36,0.51,Master's,Self-employed,Single,Yes,Yes,Other,No,0
44,77015,116722,411,62,4,11.99,48,0.58,High School,Part-time,Single,Yes,No,Other,Yes,0
30,139607,162562,546,74,1,11.95,12,0.56,Master's,Self-employed,Married,Yes,Yes,Education,Yes,0
67,83982,81942,615,79,3,8.14,36,0.49,Master's,Self-employed,Married,Yes,Yes,Auto,Yes,0
69,119416,173682,341,24,2,13.39,12,0.59,Bachelor's,Unemployed,Divorced,Yes,Yes,Auto,No,0
25,120242,40549,431,97,2,20.81,36,0.1,Bachelor's,Part-time,Single,Yes,No,Education,No,1
39,134510,84562,446,4,1,23.27,48,0.8,Master's,Part-time,Divorced,No,No,Auto,Yes,1
23,45144,249254,659,11,3,6.65,24,0.44,High School,Part-time,Divorced,Yes,No,Home,No,1
50,40362,210702,645,15,3,9.06,60,0.6,Bachelor's,Part-time,Divorced,No,No,Other,Yes,0
38,62861,233196,483,18,4,10.76,48,0.29,High School,Unemployed,Single,Yes,Yes,Home,No,0
33,65056,91351,423,42,2,3.87,60,0.32,Master's,Full-time,Married,Yes,Yes,Education,No,0
68,37371,229870,584,75,1,10.05,36,0.68,Master's,Unemployed,Divorced,Yes,Yes,Business,Yes,1
68,48095,20612,622,38,2,10.97,60,0.19,Master's,Self-employed,Single,Yes,No,Business,Yes,0
45,29002,188200,645,17,3,18.06,60,0.68,Bachelor's,Unemployed,Married,Yes,Yes,Home,Yes,1
19,67832,30658,761,19,2,18.97,24,0.56,PhD,Self-employed,Married,No,Yes,Home,No,0
59,51638,48095,438,39,4,12.48,60,0.49,Bachelor's,Self-employed,Single,No,No,Education,Yes,0
26,56649,32311,499,111,4,24.13,60,0.14,PhD,Part-time,Divorced,Yes,Yes,Education,No,0
60,138364,94985,489,76,1,23.48,60,0.87,High School,Part-time,Single,Yes,Yes,Home,No,0
52,15985,139027,626,50,2,20.23,36,0.51,PhD,Unemployed,Single,No,Yes,Auto,No,1
57,102894,115874,369,35,1,3.96,60,0.61,High School,Unemployed,Divorced,No,Yes,Auto,Yes,0
56,75011,59662,611,19,1,23.52,36,0.78,Bachelor's,Part-time,Single,No,No,Business,Yes,1
63,89878,78370,702,0,2,12.86,12,0.9,High School,Unemployed,Single,Yes,Yes,Auto,No,0
38,140007,246641,759,111,4,12.05,60,0.79,Master's,Self-employed,Divorced,Yes,Yes,Education,No,0
61,29009,216490,744,70,2,8.33,48,0.58,Bachelor's,Part-time,Single,No,No,Business,Yes,0
37,99188,170864,678,58,2,20.76,24,0.79,Master's,Part-time,Divorced,Yes,No,Auto,Yes,1
36,131752,160564,777,14,3,14.87,36,0.7,PhD,Unemployed,Married,No,Yes,Auto,No,0
30,149023,169721,848,105,3,13.05,48,0.63,High School,Self-employed,Single,No,Yes,Business,No,0
33,52473,143960,424,18,1,19.57,60,0.44,Master's,Self-employed,Married,No,Yes,Home,No,1
33,28316,146812,729,13,4,3.9,60,0.74,PhD,Part-time,Single,Yes,No,Auto,Yes,1
23,31313,233226,827,18,3,8.9,24,0.3,PhD,Full-time,Divorced,No,No,Auto,No,1
26,86512,101075,551,70,2,12.32,48,0.6,PhD,Self-employed,Married,Yes,No,Other,No,0
26,132511,110652,525,38,2,8.89,36,0.41,High School,Full-time,Single,No,Yes,Other,No,0
68,32768,92764,619,7,1,5.96,36,0.17,High School,Part-time,Single,Yes,No,Business,No,0
34,90477,26780,810,12,4,16.41,60,0.59,PhD,Part-time,Divorced,Yes,Yes,Auto,Yes,1
48,132430,55435,669,6,2,19.57,48,0.58,PhD,Self-employed,Single,Yes,No,Home,Yes,0
66,113049,51180,830,54,1,21.32,24,0.67,Bachelor's,Self-employed,Divorced,No,No,Business,Yes,0
52,107279,248322,496,4,4,20.44,60,0.82,PhD,Self-employed,Divorced,Yes,No,Auto,No,1
21,61692,115176,494,102,3,20.02,60,0.51,Master's,Full-time,Single,No,No,Other,Yes,1
30,137178,19848,305,45,1,19.44,48,0.42,Bachelor's,Unemployed,Married,Yes,No,Business,No,0
54,98226,192502,586,70,4,16.96,60,0.71,High School,Full-time,Single,Yes,No,Other,No,1
18,53687,116451,650,46,2,22.25,12,0.13,Bachelor's,Self-employed,Single,No,Yes,Education,No,0
37,73804,237956,354,90,1,24.44,60,0.69,Master's,Full-time,Divorced,No,No,Home,Yes,1
18,66654,50467,486,100,2,24.9,36,0.65,Bachelor's,Self-employed,Single,Yes,Yes,Auto,Yes,0
33,75356,187932,455,27,2,13.7,36,0.82,High School,Unemployed,Divorced,No,Yes,Auto,Yes,0
46,58677,47156,686,107,2,2.71,60,0.37,High School,Unemployed,Married,No,No,Auto,No,0
54,22857,211793,823,87,4,23.47,36,0.71,Master's,Full-time,Divorced,Yes,No,Education,Yes,1
30,97842,198939,524,116,4,4.3,48,0.66,Master's,Unemployed,Married,Yes,Yes,Auto,Yes,1
24,145624,155344,586,109,1,15.11,60,0.71,PhD,Unemployed,Married,No,Yes,Education,No,0
29,136269,37003,662,54,3,20.17,12,0.76,Bachelor's,Part-time,Divorced,Yes,No,Business,No,0
62,130897,81976,788,77,4,22.7,36,0.74,Master's,Unemployed,Single,No,Yes,Other,Yes,0
61,78535,27346,425,37,3,18.53,24,0.14,PhD,Part-time,Single,Yes,No,Education,No,1
65,79442,12973,606,28,1,16.48,60,0.35,Master's,Full-time,Single,Yes,Yes,Home,No,1
64,41165,77805,669,106,4,14.0,36,0.67,High School,Full-time,Single,Yes,No,Auto,No,1
68,118704,91168,627,85,3,10.42,60,0.42,Bachelor's,Self-employed,Single,No,Yes,Education,Yes,0
40,122433,75920,838,40,4,14.37,36,0.26,Master's,Self-employed,Married,No,Yes,Auto,No,0
55,92888,13918,561,62,4,2.56,24,0.56,High School,Full-time,Single,No,Yes,Auto,No,0
28,112631,96012,414,65,3,9.83,48,0.38,Master's,Self-employed,Divorced,Yes,No,Home,No,0
25,51055,167459,668,3,4,17.33,36,0.36,PhD,Part-time,Married,Yes,Yes,Auto,Yes,0
24,123097,154827,645,53,1,20.43,36,0.62,Master's,Full-time,Divorced,No,No,Other,Yes,1
53,19327,228255,525,57,3,23.35,24,0.43,Master's,Self-employed,Married,Yes,No,Other,Yes,0
57,79960,179062,800,108,1,10.81,24,0.51,PhD,Part-time,Married,Yes,No,Auto,Yes,0
31,17909,120897,694,94,1,23.73,24,0.85,Bachelor's,Unemployed,Divorced,No,No,Other,No,1
19,98211,195895,580,98,3,7.99,24,0.22,PhD,Self-employed,Single,Yes,Yes,Home,No,0
55,90783,35903,304,41,1,20.86,60,0.47,High School,Self-employed,Married,Yes,No,Other,Yes,0
67,107540,211259,465,107,3,5.94,36,0.49,Master's,Full-time,Married,Yes,Yes,Home,Yes,0
59,85626,58344,702,43,2,12.71,24,0.8,Master's,Self-employed,Single,No,No,Business,Yes,1
52,80558,167492,510,29,1,5.17,12,0.43,Master's,Part-time,Single,No,No,Education,No,0
32,55217,153691,509,36,2,18.23,60,0.56,Master's,Self-employed,Divorced,No,No,Home,Yes,0
29,125350,121935,747,93,2,11.08,24,0.38,Bachelor's,Unemployed,Divorced,No,Yes,Business,Yes,1
31,29204,168850,358,83,2,23.72,12,0.22,Master's,Full-time,Married,No,Yes,Other,No,1
61,69872,32207,821,63,4,3.19,36,0.31,High School,Full-time,Married,Yes,Yes,Home,Yes,0
45,117968,248398,751,100,1,18.63,12,0.23,PhD,Full-time,Married,No,No,Other,No,0
23,99004,183592,623,75,1,16.21,48,0.5,High School,Unemployed,Single,Yes,Yes,Business,Yes,0
64,42070,117805,595,115,3,4.15,24,0.82,Master's,Full-time,Married,Yes,No,Other,Yes,0
24,128025,91352,334,14,1,21.77,24,0.29,Master's,Full-time,Single,No,No,Other,No,0
58,59430,108016,415,64,1,24.33,60,0.51,Bachelor's,Part-time,Married,No,No,Auto,No,1
35,39625,224773,363,49,4,13.76,12,0.15,Master's,Unemployed,Single,Yes,No,Business,No,0
34,94195,109503,448,98,3,7.06,48,0.63,Master's,Unemployed,Single,No,Yes,Other,Yes,0
25,134350,146252,713,50,4,12.91,60,0.77,High School,Self-employed,Divorced,Yes,No,Business,No,0
50,30672,155417,658,114,4,24.59,24,0.68,PhD,Full-time,Married,No,No,Education,No,1
68,125771,88314,604,27,3,15.69,12,0.65,Bachelor's,Unemployed,Single,No,Yes,Auto,Yes,0
46,63143,209065,372,115,4,8.7,36,0.36,PhD,Self-employed,Single,Yes,No,Business,Yes,0
46,47689,157067,582,112,3,16.57,12,0.36,High School,Unemployed,Divorced,No,Yes,Auto,No,1
44,88230,229034,550,10,2,23.78,48,0.46,Bachelor's,Unemployed,Divorced,No,No,Other,No,1
29,40329,202310,369,105,3,6.03,12,0.74,High School,Part-time,Married,Yes,No,Auto,No,0
69,125020,180013,709,94,1,15.48,60,0.24,Bachelor's,Self-employed,Married,Yes,Yes,Other,No,0
30,30797,219245,475,70,2,14.25,12,0.5,PhD,Part-time,Divorced,No,No,Business,No,1
24,18535,141867,405,12,2,14.19,36,0.58,PhD,Unemployed,Divorced,Yes,No,Home,Yes,1
31,20072,231406,367,63,4,18.17,12,0.31,Master's,Unemployed,Divorced,Yes,No,Other,No,1
47,130604,107567,579,44,2,3.58,12,0.29,Master's,Unemployed,Single,No,No,Auto,Yes,0
31,61091,86781,754,12,2,23.37,24,0.43,High School,Unemployed,Married,Yes,No,Business,No,0
31,55529,230779,324,28,3,8.91,48,0.49,High School,Unemployed,Single,Yes,No,Education,Yes,1
52,88720,206106,326,20,4,10.88,36,0.52,Master's,Full-time,Married,No,No,Education,No,0
34,127082,189093,373,62,2,24.54,48,0.56,PhD,Part-time,Divorced,Yes,Yes,Business,No,1
59,106461,245833,753,45,2,23.2,48,0.5,High School,Self-employed,Single,No,Yes,Business,No,0
27,51210,211147,592,111,4,22.3,24,0.67,Bachelor's,Self-employed,Divorced,No,No,Home,Yes,0
68,118982,80817,712,23,2,12.59,12,0.24,PhD,Unemployed,Married,Yes,Yes,Auto,Yes,0
50,141312,106663,409,49,4,12.99,12,0.51,High School,Part-time,Married,Yes,No,Home,No,0
57,79659,101839,535,114,2,11.92,24,0.52,Bachelor's,Full-time,Divorced,No,Yes,Auto,No,0
38,108968,101597,333,13,2,18.17,48,0.74,PhD,Unemployed,Divorced,No,Yes,Education,No,0
44,82344,168926,411,24,3,22.94,48,0.57,PhD,Self-employed,Married,No,Yes,Auto,Yes,0
51,71547,134143,774,33,1,3.92,24,0.18,Bachelor's,Full-time,Single,Yes,No,Auto,No,0
44,82666,80324,429,68,1,17.13,24,0.57,PhD,Part-time,Divorced,No,No,Education,Yes,0
39,97923,146191,787,45,2,20.35,36,0.82,High School,Self-employed,Divorced,No,No,Education,Yes,1
66,119572,54840,593,66,3,8.72,36,0.13,High School,Full-time,Single,No,No,Home,Yes,0
18,133632,148734,456,37,2,24.78,24,0.87,Master's,Unemployed,Single,Yes,Yes,Education,No,0
28,45526,89734,617,24,3,8.43,48,0.38,Bachelor's,Self-employed,Divorced,Yes,Yes,Business,No,0
61,120905,199796,316,33,3,21.0,12,0.28,High School,Part-time,Divorced,Yes,Yes,Home,Yes,0
68,51290,31520,671,46,4,13.51,60,0.44,Bachelor's,Full-time,Divorced,Yes,Yes,Auto,No,0
29,96870,237986,601,24,3,18.81,60,0.84,PhD,Self-employed,Single,No,No,Education,Yes,1
19,56217,168589,839,89,2,14.42,60,0.23,Bachelor's,Full-time,Single,Yes,No,Education,Yes,0
55,18669,143560,423,15,3,8.65,24,0.25,PhD,Unemployed,Divorced,No,Yes,Other,Yes,0
46,71994,119336,794,78,4,20.21,24,0.8,High School,Part-time,Single,No,Yes,Other,Yes,0
26,31694,124308,468,7,3,18.89,24,0.61,Master's,Self-employed,Divorced,Yes,No,Auto,Yes,0
51,119520,26282,344,105,1,19.35,60,0.67,PhD,Part-time,Married,Yes,Yes,Auto,Yes,0
68,119662,216343,357,22,1,24.89,24,0.59,Master's,Full-time,Married,Yes,No,Auto,No,1
59,138606,134480,332,28,1,12.38,24,0.35,Master's,Self-employed,Married,Yes,No,Education,No,1
24,116357,227748,589,104,4,14.56,36,0.12,PhD,Full-time,Single,No,Yes,Business,No,0
20,33718,149771,377,43,4,16.54,24,0.46,High School,Part-time,Divorced,No,No,Education,Yes,1
39,144005,165659,601,28,3,15.78,24,0.28,PhD,Unemployed,Divorced,Yes,Yes,Education,Yes,0
53,128707,204670,787,114,2,18.97,48,0.58,PhD,Part-time,Divorced,Yes,No,Education,Yes,0
49,148670,88289,424,118,2,8.78,60,0.82,PhD,Unemployed,Divorced,Yes,No,Auto,Yes,0
60,70738,10672,539,57,2,23.2,48,0.18,Bachelor's,Self-employed,Single,Yes,No,Auto,Yes,0
69,25152,72290,516,68,3,15.09,36,0.9,High School,Unemployed,Divorced,No,No,Auto,Yes,1
46,51807,182932,698,61,2,10.29,60,0.58,PhD,Self-employed,Single,No,No,Auto,No,1
48,49929,202920,593,14,2,3.46,24,0.71,PhD,Part-time,Divorced,Yes,Yes,Business,No,0
60,28672,129291,754,94,3,20.52,12,0.63,High School,Part-time,Married,No,Yes,Education,Yes,0
45,80902,20282,320,54,4,21.12,48,0.2,Master's,Part-time,Married,Yes,Yes,Home,Yes,0
32,145123,198343,823,45,4,7.67,36,0.21,PhD,Self-employed,Married,No,Yes,Business,Yes,0
44,62954,249607,756,98,2,9.97,48,0.42,High School,Self-employed,Single,Yes,Yes,Business,No,0
57,87801,179816,362,44,3,4.25,36,0.73,PhD,Part-time,Single,Yes,Yes,Business,Yes,0
34,81447,130398,564,7,2,20.58,60,0.79,Bachelor's,Full-time,Married,Yes,No,Other,No,1
23,134096,102135,498,87,2,15.55,24,0.87,Bachelor's,Part-time,Married,No,No,Education,No,0
62,15567,179843,520,7,3,19.24,60,0.74,Bachelor's,Part-time,Single,Yes,Yes,Business,No,1
30,100967,163575,430,85,3,7.29,24,0.36,Bachelor's,Unemployed,Married,Yes,Yes,Education,Yes,0
65,81907,196448,363,112,3,5.96,12,0.76,PhD,Part-time,Single,Yes,Yes,Auto,Yes,0
51,37865,77372,312,84,3,4.89,24,0.3,High School,Full-time,Divorced,No,No,Auto,No,1
25,38520,183161,576,45,3,12.71,60,0.31,PhD,Part-time,Single,No,Yes,Education,Yes,1
41,130656,197153,452,100,1,24.82,24,0.81,PhD,Self-employed,Divorced,No,No,Home,No,1
35,90995,50652,494,31,4,14.69,36,0.84,Master's,Part-time,Divorced,Yes,Yes,Business,No,1
66,110100,89820,455,61,1,24.15,24,0.21,PhD,Full-time,Divorced,Yes,Yes,Auto,Yes,0
52,109210,159952,301,90,4,3.62,12,0.39,High School,Self-employed,Divorced,No,Yes,Home,Yes,0
66,97163,113016,847,104,4,9.11,12,0.4,Master's,Part-time,Married,Yes,Yes,Business,Yes,0
38,140968,65640,468,115,2,16.01,12,0.47,Master's,Part-time,Divorced,No,Yes,Other,Yes,1
54,54644,55788,810,100,4,15.46,60,0.55,PhD,Self-employed,Single,Yes,Yes,Business,Yes,0
37,45765,87064,315,40,2,16.69,60,0.23,Master's,Unemployed,Divorced,Yes,No,Other,No,1
19,109791,70853,464,98,2,24.04,60,0.45,PhD,Part-time,Divorced,No,Yes,Home,No,0
18,25512,27000,818,54,1,9.31,36,0.79,Bachelor's,Unemployed,Married,No,No,Business,No,0
67,82431,232102,417,118,1,24.19,12,0.69,High School,Full-time,Married,Yes,No,Other,No,0
51,108213,210385,729,30,4,21.24,48,0.33,High School,Full-time,Married,Yes,No,Business,No,0
27,24641,196916,826,63,4,4.9,36,0.12,High School,Unemployed,Divorced,Yes,No,Auto,No,1
20,65837,25821,511,37,2,9.57,48,0.26,High School,Unemployed,Married,Yes,Yes,Other,Yes,0
42,88853,80827,630,13,3,20.96,12,0.28,Bachelor's,Part-time,Single,Yes,No,Home,No,0
49,87450,245753,306,29,4,19.87,24,0.5,PhD,Full-time,Single,No,Yes,Auto,No,1
34,123020,179752,802,1,2,24.3,36,0.13,Bachelor's,Part-time,Married,Yes,Yes,Other,No,0
54,141716,55457,504,82,1,13.64,48,0.11,Bachelor's,Part-time,Married,Yes,Yes,Business,No,0
49,134663,224012,623,93,2,9.35,48,0.68,High School,Full-time,Divorced,No,Yes,Business,No,0
19,93742,104671,792,64,2,17.63,48,0.81,PhD,Full-time,Single,Yes,No,Education,Yes,1
21,134396,40998,467,113,4,2.25,36,0.12,Master's,Self-employed,Single,Yes,No,Education,No,0
37,77504,165423,447,37,1,8.72,36,0.59,Master's,Unemployed,Divorced,No,No,Home,No,1
21,46537,115703,758,49,3,24.19,48,0.14,High School,Unemployed,Single,No,Yes,Auto,Yes,0
26,19735,162941,443,12,1,7.78,12,0.11,Bachelor's,Unemployed,Married,Yes,Yes,Home,No,1
42,55690,244725,613,8,2,6.12,24,0.25,Master's,Full-time,Divorced,Yes,No,Other,Yes,1
62,81451,138005,673,114,4,24.17,60,0.56,Bachelor's,Unemployed,Single,Yes,No,Home,No,0
50,70221,112674,552,51,1,6.43,12,0.54,Master's,Part-time,Married,Yes,No,Education,Yes,0
29,103801,143274,727,78,1,3.81,60,0.28,Master's,Unemployed,Divorced,Yes,Yes,Business,Yes,0
42,22096,176312,565,60,1,8.41,60,0.89,Master's,Self-employed,Divorced,Yes,Yes,Education,Yes,0
27,133821,25974,602,54,3,4.86,24,0.63,Bachelor's,Part-time,Divorced,No,No,Business,No,1
55,56893,228495,424,15,1,21.82,60,0.33,Bachelor's,Part-time,Married,Yes,Yes,Other,Yes,0
52,125545,56660,522,73,4,3.03,60,0.75,High School,Part-time,Married,No,Yes,Home,No,0
56,81859,134916,657,42,2,16.26,60,0.53,High School,Full-time,Single,Yes,Yes,Auto,No,0
28,145160,191154,583,93,2,3.71,12,0.19,High School,Part-time,Divorced,No,Yes,Education,No,0
47,18144,245424,567,33,4,20.79,12,0.37,Master's,Full-time,Single,Yes,Yes,Auto,Yes,1
24,78951,127871,693,44,1,2.18,24,0.11,High School,Unemployed,Married,No,Yes,Auto,Yes,0
25,77774,185956,751,57,2,11.56,24,0.36,Master's,Unemployed,Married,Yes,No,Education,No,1
52,121402,225434,449,9,4,11.9,48,0.16,PhD,Unemployed,Single,No,No,Home,No,0
64,119302,214552,488,26,4,20.46,48,0.12,High School,Part-time,Divorced,No,No,Other,No,1
50,127881,150761,348,2,3,14.77,36,0.46,Bachelor's,Full-time,Single,Yes,Yes,Education,No,0
20,113575,139070,314,91,3,23.18,12,0.81,High School,Unemployed,Married,No,No,Education,Yes,1
26,42897,64692,794,80,2,15.07,60,0.87,Bachelor's,Unemployed,Divorced,No,No,Other,Yes,1
30,52971,74899,760,14,4,20.22,36,0.2,High School,Self-employed,Married,No,No,Auto,Yes,0
35,44190,40018,351,49,1,2.46,48,0.29,Master's,Unemployed,Divorced,No,No,Other,Yes,0
49,123644,198020,623,69,2,15.11,60,0.24,Bachelor's,Full-time,Married,Yes,Yes,Auto,Yes,0
37,48013,179144,544,87,3,3.27,48,0.69,Bachelor's,Self-employed,Divorced,No,No,Education,Yes,0
57,138686,24538,602,29,3,22.86,60,0.36,Bachelor's,Full-time,Married,Yes,Yes,Home,Yes,0
37,35585,105418,759,33,2,9.58,12,0.42,Master's,Unemployed,Single,No,Yes,Education,No,0
20,84572,231903,680,85,1,23.9,12,0.54,High School,Part-time,Divorced,No,Yes,Education,No,1
64,43793,131087,688,42,4,10.97,36,0.17,Master's,Self-employed,Divorced,No,No,Business,No,1
44,26073,148858,416,118,2,19.02,12,0.73,High School,Self-employed,Married,Yes,No,Education,Yes,0
66,44380,115796,752,1,3,19.03,12,0.74,High School,Full-time,Divorced,No,Yes,Other,Yes,1
18,112660,79163,547,76,3,19.88,24,0.67,High School,Unemployed,Divorced,Yes,Yes,Business,Yes,1
37,142951,241909,398,23,1,13.14,60,0.6,Bachelor's,Part-time,Single,No,Yes,Business,No,0
42,127246,11929,323,91,3,19.88,12,0.76,Bachelor's,Full-time,Divorced,Yes,Yes,Auto,Yes,0
34,124142,145379,356,97,2,22.3,12,0.25,Bachelor's,Full-time,Single,Yes,No,Business,Yes,1
28,121823,117586,507,51,1,9.42,36,0.66,PhD,Full-time,Married,Yes,No,Other,No,1
42,38661,168237,643,71,1,15.22,12,0.7,High School,Full-time,Divorced,Yes,Yes,Business,Yes,0
67,97345,43460,518,59,3,12.6,48,0.12,Bachelor's,Full-time,Divorced,No,Yes,Other,Yes,0
69,25294,87131,396,100,3,5.1,48,0.2,Master's,Part-time,Single,No,Yes,Auto,Yes,0
22,118073,246984,323,3,4,10.52,24,0.36,Bachelor's,Part-time,Married,No,Yes,Home,Yes,0
63,36564,42995,689,45,2,20.26,24,0.42,High School,Full-time,Single,No,Yes,Education,No,0
22,111765,46564,760,1,4,24.88,36,0.32,High School,Unemployed,Single,No,Yes,Other,Yes,0
22,148694,103751,656,118,3,19.87,48,0.64,Bachelor's,Full-time,Married,Yes,Yes,Home,No,1
68,137206,132380,352,57,4,3.4,48,0.31,PhD,Full-time,Divorced,No,Yes,Business,No,0
23,60830,97420,629,53,1,20.4,24,0.31,PhD,Unemployed,Divorced,Yes,No,Other,Yes,0
58,94394,84794,784,94,1,9.02,36,0.81,Bachelor's,Self-employed,Married,Yes,Yes,Education,Yes,0
30,15750,5782,305,6,4,20.98,24,0.22,Master's,Unemployed,Divorced,Yes,Yes,Other,Yes,0
59,109819,248686,648,38,1,6.91,36,0.85,PhD,Unemployed,Married,Yes,No,Education,Yes,0
34,119643,131945,432,107,1,6.21,36,0.31,Bachelor's,Unemployed,Divorced,Yes,No,Auto,Yes,0
43,19685,219247,307,72,2,9.89,60,0.1,PhD,Unemployed,Married,No,Yes,Education,Yes,0
51,83743,76158,775,22,2,19.86,48,0.23,Master's,Unemployed,Single,Yes,Yes,Business,No,0
53,73393,206005,780,12,3,10.72,36,0.2,Bachelor's,Part-time,Divorced,No,No,Home,Yes,0
54,26074,107628,405,65,1,9.4,12,0.73,Master's,Full-time,Single,Yes,Yes,Home,No,0
41,74332,128456,630,83,4,4.47,36,0.18,High School,Part-time,Married,Yes,No,Other,Yes,0
27,115294,39564,469,84,4,12.88,12,0.46,Bachelor's,Self-employed,Married,Yes,No,Other,No,1
50,84071,213803,580,79,3,17.9,12,0.47,PhD,Full-time,Single,Yes,No,Other,No,1
34,63678,104518,680,118,1,15.76,36,0.63,High School,Full-time,Single,Yes,Yes,Auto,No,0
59,120241,103091,743,79,1,10.74,48,0.45,High School,Part-time,Divorced,No,Yes,Education,No,1
67,140930,209038,319,99,4,24.98,60,0.12,PhD,Part-time,Single,No,No,Auto,Yes,1
67,55283,30462,459,98,1,8.26,12,0.49,Master's,Full-time,Married,No,No,Education,Yes,0
34,110443,49323,616,90,1,18.4,24,0.47,PhD,Self-employed,Divorced,Yes,Yes,Auto,No,0
30,92007,176243,420,78,3,6.38,12,0.17,Bachelor's,Part-time,Single,No,Yes,Auto,Yes,1
56,106956,12249,455,39,1,16.06,60,0.36,Master's,Full-time,Married,Yes,Yes,Business,No,0
40,66994,37131,814,52,3,14.98,48,0.25,High School,Part-time,Single,Yes,No,Auto,No,0
36,99923,56970,825,74,1,16.23,60,0.28,PhD,Full-time,Married,Yes,No,Other,No,0
27,83232,149871,564,27,3,18.61,48,0.25,PhD,Full-time,Married,No,Yes,Auto,No,1
39,103355,67084,768,46,2,24.75,24,0.74,Master's,Self-employed,Single,Yes,No,Business,Yes,1
46,19229,234161,534,18,3,3.82,12,0.35,High School,Part-time,Single,Yes,No,Business,Yes,0
51,60536,228347,316,58,3,13.3,12,0.82,PhD,Self-employed,Single,No,No,Other,Yes,0
27,40955,160593,332,26,1,24.7,48,0.36,Master's,Self-employed,Single,No,No,Home,No,1
23,125140,94066,775,108,1,13.19,48,0.35,Bachelor's,Part-time,Single,Yes,Yes,Auto,Yes,0
30,116504,199787,762,65,3,17.54,48,0.28,High School,Unemployed,Single,Yes,No,Home,Yes,1
63,114400,227719,757,91,3,6.93,24,0.76,Bachelor's,Unemployed,Married,Yes,Yes,Business,Yes,0
42,17567,98634,330,116,3,5.73,36,0.69,Master's,Self-employed,Married,Yes,Yes,Business,No,0
