Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,income
36.0,50532.11710963937,41895.43358577775,606.5328463019182,108.48827890946723,3.0,8.192101710155164,60.0,0.4999999999068677,PhD,Part-time,Single,Yes,Yes,Home,No,0
22.2,49966.708443564756,55261.15877394126,524.6279628175841,96.78564387950712,3.0,23.77181212330978,35.999999994412065,0.42000000000000004,PhD,Part-time,Married,Yes,Yes,Business,No,1
64.8,68387.15030804023,108096.39770300509,639.5036818407252,75.95645636714912,1.0,19.864038912259055,12.0,0.3599999998370186,Bachelor's,Part-time,Married,Yes,No,Home,No,0
50.199999999999996,18278.85218693615,169098.4047461158,614.1174751878989,31.038557306872345,4.0,5.584566369360445,60.0,0.36999999998835853,Bachelor's,Self-employed,Married,Yes,Yes,Auto,No,0
59.6,62516.33141022718,148938.33986649718,844.4131015167602,56.88476766433678,3.0,18.84633405855073,23.999999991618097,0.3499999998719432,PhD,Unemployed,Married,No,No,Auto,No,0
53.2,32503.139126839847,62005.1806176559,349.7116583615336,47.76623038476478,1.0,22.356275190335296,12.0,0.6800000000232831,High School,Self-employed,Divorced,Yes,Yes,Auto,Yes,0
60.0,43665.93707834811,227162.6647279604,570.8273144627053,36.268759123345085,2.0,3.996331373659505,60.0,0.4999999999068677,Bachelor's,Unemployed,Married,Yes,No,Business,No,0
52.0,84030.1474327152,26125.943297782436,632.2978117697169,77.77795511083164,1.0,3.193948881110164,35.999999994412065,0.5799999998137355,Bachelor's,Self-employed,Married,Yes,Yes,Business,Yes,0
67.0,69110.2345539679,46772.62204259928,327.77254490921564,106.1202681302373,4.0,5.050353756062769,60.0,0.8200000000931323,High School,Full-time,Divorced,No,Yes,Auto,Yes,0
43.4,56252.85424613763,157332.58515801575,468.0155556974969,40.42639286127556,4.0,18.11689210099329,60.0,0.3999999998835847,Master's,Unemployed,Divorced,Yes,No,Auto,No,1
18.0,56379.06858481468,239010.42334707695,408.52099116018996,43.996134360552794,2.0,22.734810488912004,47.99999999720603,0.4900000001280569,High School,Part-time,Married,Yes,No,Business,No,1
65.0,54545.91382581296,88770.06831711392,766.6242783872001,46.22778306813626,4.0,17.325828230992386,47.99999999720603,0.2599999998137355,PhD,Part-time,Married,No,No,Auto,Yes,0
64.8,63086.782153593325,79691.30529641437,626.6349769387475,113.34512891768131,2.0,17.709866157046022,47.99999999720603,0.1899999991268851,High School,Part-time,Married,Yes,Yes,Home,No,0
18.0,55188.69210354837,186543.97481991537,313.5566995568938,49.668539194313006,3.0,16.517177160765783,47.99999999720603,0.5400000001396984,High School,Full-time,Divorced,Yes,No,Auto,Yes,1
30.6,55275.18192753851,246717.7273553884,838.4026929699822,53.142341387258455,2.0,14.840411695283933,47.99999999720603,0.6099999998952261,PhD,Unemployed,Single,Yes,No,Home,No,1
31.799999999999997,47401.13943043703,198319.76273045872,434.7803159106477,48.72451678121568,4.0,18.30538404999892,60.0,0.8300000000582076,High School,Part-time,Divorced,Yes,No,Auto,No,1
53.8,21924.523806248217,212253.196822827,671.2609162203178,71.21361845340897,3.0,14.771681632874927,23.999999991618097,0.5199999998370186,PhD,Part-time,Divorced,Yes,No,Home,No,0
24.4,17170.424875808512,177796.58263645985,407.99402179615436,3.1395325819355278,2.0,20.699362546612825,60.0,0.27999999974388634,Bachelor's,Full-time,Divorced,Yes,No,Business,No,1
68.19999999999999,55376.2736194323,245345.6841417462,574.1755548268966,112.25066494947548,4.0,5.762886961757411,60.0,0.13999999986030162,High School,Full-time,Married,No,No,Auto,Yes,0
68.0,56577.81007190533,118444.72039099892,839.6074190516042,62.94009292124307,2.0,14.790252796534974,47.99999999720603,0.47000000001164155,High School,Part-time,Married,Yes,No,Business,No,0
19.0,67908.11685757738,245873.91397653005,426.410224506727,55.05858070055456,2.0,19.864217459471945,60.0,0.2699999995925464,High School,Self-employed,Single,Yes,No,Business,No,1
54.8,54502.407014660865,53501.29056633014,617.0434214086373,117.0098733981163,1.0,20.289288560438273,47.99999999720603,0.19999999983701855,PhD,Part-time,Divorced,No,Yes,Auto,No,0
65.0,59322.023127200315,232902.9328286049,570.8808292683402,94.7245097001373,4.0,16.59005880986342,60.0,0.33000000012805686,Bachelor's,Unemployed,Single,No,No,Auto,No,0
65.0,54925.59670782755,54361.92766374022,486.0089518181069,104.81174591388827,1.0,13.036250240126684,60.0,0.2999999998603016,High School,Self-employed,Married,Yes,Yes,Auto,Yes,0
28.6,52282.76876324433,39742.74806708627,408.796671787928,40.27647624008276,2.0,16.543180344133447,60.0,0.2699999999650754,High School,Part-time,Single,Yes,No,Auto,Yes,1
25.2,51929.14648147349,162065.29151352713,383.2135195041107,8.389055573937728,2.0,17.867887019020944,60.0,0.4099999998486601,Bachelor's,Unemployed,Married,No,No,Auto,No,1
67.0,68358.12645113564,44796.61545461896,312.9665912608538,117.46102068420988,1.0,11.035415663068513,47.99999999720603,0.6699999996856787,Bachelor's,Self-employed,Married,Yes,Yes,Education,Yes,0
24.2,140987.2184673809,237590.40205648876,340.69182862683476,67.49327946489055,4.0,12.710532339569307,60.0,0.2899999998952262,Bachelor's,Part-time,Married,Yes,No,Auto,No,1
53.2,62603.50901018934,51418.54071911856,779.1568615832732,48.391339568046696,3.0,17.69727754009824,23.999999991618097,0.2599999998137355,High School,Part-time,Single,Yes,No,Home,No,1
50.800000000000004,60531.697245921176,169787.41083826576,451.0330437226298,37.22505940991106,2.0,5.406752229911916,60.0,0.31999999997671696,Master's,Unemployed,Single,Yes,Yes,Auto,No,0
19.6,51083.26261060784,183183.6952330041,356.32498700621653,0.46575876871723654,1.0,19.665741918551674,47.99999999720603,0.2999999998603016,High School,Full-time,Married,Yes,No,Home,No,1
36.599999999999994,130686.51884826354,116486.15754029858,739.4406245058497,48.37772104339155,3.0,17.715479372885426,23.999999991618097,0.4699999998253771,High School,Part-time,Single,Yes,Yes,Home,No,0
18.0,144393.73542903265,230973.35555401942,409.0469881668796,86.99443914089223,4.0,21.160889042385598,60.0,0.47999999997671694,High School,Unemployed,Divorced,No,Yes,Business,No,1
68.6,117469.13976525565,119356.70999347157,833.8335313482288,45.71199066627584,3.0,20.597695153576254,23.999999991618097,0.46999999963911254,PhD,Self-employed,Married,Yes,Yes,Other,Yes,0
20.0,142302.32578918344,17003.193624169377,659.2916823835792,59.45638184562707,2.0,24.400323251287993,35.999999994412065,0.8900000002211892,PhD,Part-time,Divorced,No,No,Auto,Yes,1
52.6,21232.577245734534,240475.75864738686,494.3777156417206,56.857481241425845,4.0,2.4424775397550493,60.0,0.6100000000814907,High School,Self-employed,Single,Yes,Yes,Business,Yes,0
18.0,15605.217654793341,52436.67888527659,624.1908865103477,16.98216121200988,3.0,22.726164550491646,60.0,0.2899999998952262,High School,Self-employed,Divorced,Yes,Yes,Auto,Yes,1
23.6,54200.142013698154,56262.94535060948,605.4417158959997,53.20226265192084,4.0,23.944316163946482,60.0,0.2699999995925464,PhD,Part-time,Married,Yes,No,Home,No,1
69.0,50835.59211361888,48472.3719886952,575.4469981462338,90.8600276708277,4.0,5.047420980524603,60.0,0.16999999994179232,High School,Self-employed,Married,Yes,Yes,Other,Yes,0
62.6,56630.39127717572,27556.662834434923,340.3609985798507,95.61837080694232,4.0,16.889363750601042,60.0,0.27999999974388634,High School,Part-time,Divorced,Yes,Yes,Auto,No,0
35.6,51196.51014415303,229075.02389253935,417.6226833620161,34.64118165188496,4.0,16.71906432055148,60.0,0.3599999998370186,High School,Full-time,Divorced,No,No,Auto,No,1
24.4,22566.42035053657,245829.11498558454,357.5674146557151,17.97729547018588,4.0,19.84176492798649,47.99999999720603,0.46999999963911254,High School,Self-employed,Married,Yes,No,Business,No,1
45.0,49872.67049354586,240117.26297462295,832.1020273829582,66.68769727546902,1.0,19.458383327270482,47.99999999720603,0.36999999998835853,PhD,Unemployed,Single,Yes,No,Auto,No,0
19.6,56373.93644237028,243781.0053126656,709.2705236317754,47.60230523734407,3.0,22.79353066656821,47.99999999720603,0.46999999963911254,PhD,Part-time,Married,Yes,No,Auto,No,1
45.0,105672.55116464279,42866.675442556545,306.2733384725343,29.808107248928422,1.0,9.555679525352474,60.0,0.27999999974388634,Master's,Part-time,Single,Yes,Yes,Auto,No,0
21.2,55325.6456589549,243853.6836444898,684.0953310497794,18.079207015009413,1.0,19.86355432540261,47.99999999720603,0.2699999995925464,PhD,Self-employed,Married,Yes,No,Other,No,1
20.2,17131.453344767087,242949.72964671202,434.2600537287677,94.85547409016999,2.0,19.818732664042322,60.0,0.3599999998370186,High School,Full-time,Divorced,Yes,No,Home,No,1
37.2,17689.463878174654,247793.3912367172,484.65709542824357,105.90384083588232,1.0,13.666839053655705,60.0,0.72999999984866,Bachelor's,Full-time,Married,Yes,No,Other,Yes,0
23.2,62690.81790540922,216032.84929804338,600.9217601320524,50.48586717492106,4.0,17.808126320493905,47.99999999720603,0.7199999996973202,PhD,Part-time,Married,Yes,No,Home,No,1
63.199999999999996,75803.87988930239,158627.1953842107,573.806706847578,47.53519878385943,2.0,7.225059408642133,35.999999994412065,0.5399999992083758,High School,Part-time,Divorced,No,No,Business,Yes,0
18.0,17449.637157234745,244370.08732497928,374.73193512967134,118.97083377837455,4.0,23.711902419543343,60.0,0.37999999976716936,Bachelor's,Full-time,Divorced,No,No,Business,Yes,0
66.0,43100.090813790004,43431.13967143724,409.62627117420226,46.082079660865034,1.0,13.737847059689893,12.0,0.29000000008149074,High School,Self-employed,Divorced,Yes,Yes,Home,No,0
32.6,49999.96548835583,247622.00479408307,832.3172168255126,37.40344007811589,3.0,20.90087382908,60.0,0.2999999998603016,PhD,Self-employed,Divorced,Yes,No,Business,Yes,0
18.0,54216.9397617909,178742.25321214233,605.3490602239848,16.898825999558632,2.0,14.784327594117338,23.999999991618097,0.6200000002328306,PhD,Part-time,Single,Yes,No,Other,No,1
22.0,52153.15642913295,124185.04980340252,614.1195308538432,22.408178174497603,1.0,22.779661842123524,60.0,0.3999999998835847,Master's,Part-time,Married,Yes,No,Auto,No,1
62.6,96148.79660696765,240536.07538789886,421.7317185084642,101.87146856004173,4.0,24.187138617773805,60.0,0.48999999938299876,High School,Unemployed,Single,No,Yes,Home,No,0
52.0,55979.60863967487,245346.43568132687,347.96936438697605,73.32818384569329,4.0,14.217340770703123,47.99999999720603,0.37999999976716936,Bachelor's,Unemployed,Single,Yes,Yes,Auto,No,1
38.0,55114.55657251472,235235.22735271492,829.82448616061,15.95486753386326,3.0,20.581465679756704,47.99999999720603,0.7199999996973202,PhD,Full-time,Single,Yes,No,Auto,No,1
42.8,54809.68662712879,73454.5543046609,589.0724180711136,38.11714738936097,3.0,18.787645456923094,60.0,0.8499999999883585,PhD,Part-time,Single,No,No,Auto,Yes,1
27.0,16669.76419268962,42328.565117988874,349.1325018999941,38.47622795507224,4.0,23.727728299367648,60.0,0.4799999997904524,Bachelor's,Part-time,Single,Yes,No,Auto,Yes,1
60.199999999999996,35241.82417411795,184903.17570240775,435.04829181755156,107.99394263420113,2.0,6.788733431342695,35.999999994412065,0.8400000002095477,Master's,Part-time,Married,Yes,No,Auto,No,0
28.6,53658.27793728311,54307.86609147392,765.554900434463,4.451225292741141,3.0,19.514420548820503,23.999999991618097,0.2899999998952262,PhD,Unemployed,Married,Yes,Yes,Other,No,1
28.6,54611.91184772572,72492.09075185753,809.9778196318023,112.70824579305673,4.0,18.78766189529972,60.0,0.4499999998952262,PhD,Part-time,Single,No,No,Auto,No,1
67.2,137285.01767170453,78274.73890919116,648.9202912768629,85.13697934852378,4.0,17.56966554448001,12.0,0.7899999992665835,Bachelor's,Part-time,Divorced,No,Yes,Auto,Yes,0
68.8,21899.423722891235,236794.69451117204,642.817374439169,118.00487981690208,2.0,2.548333817626893,60.0,0.8300000000582076,High School,Full-time,Divorced,Yes,Yes,Auto,No,0
60.0,75243.17585473722,45006.6326970995,601.0477757011652,116.61378870406509,2.0,12.208675734665869,47.99999999720603,0.5199999998370186,High School,Self-employed,Single,Yes,No,Education,Yes,0
60.6,73023.70821173482,129877.80037822151,539.7685928656181,114.48051215789292,2.0,19.004916523130362,35.999999994412065,0.8866666667132328,Master's,Unemployed,Divorced,No,No,Auto,No,0
23.0,49978.80803377735,177754.29662915744,666.7111198102848,71.21271061087323,3.0,22.312353079123973,60.0,0.19999999983701855,PhD,Part-time,Divorced,Yes,No,Business,No,1
68.0,68650.63600704042,50166.56486508589,476.72768258576457,118.98544526099819,1.0,20.856987485121238,60.0,0.26,Bachelor's,Self-employed,Married,Yes,Yes,Other,Yes,0
52.800000000000004,18345.2317758713,208495.97914724983,662.1507165627904,48.84393373337666,4.0,16.611275010560938,35.999999994412065,0.3100000000116415,PhD,Part-time,Divorced,No,No,Business,No,1
48.4,16653.33352451686,127086.4005504936,764.1446416317822,45.94078089411854,1.0,13.9424135945743,47.99999999720603,0.2899999998952262,High School,Part-time,Single,Yes,Yes,Home,No,0
30.8,77329.44335886963,96774.33483237734,543.0384468091742,49.652899011888756,1.0,17.234893492060923,12.0,0.3799999999534339,High School,Self-employed,Married,No,Yes,Auto,Yes,0
24.0,51224.301371763766,236444.92598271114,377.35408876867825,11.711990773145107,1.0,22.376053132104232,60.0,0.16999999975552782,High School,Self-employed,Married,Yes,No,Other,Yes,1
39.2,60548.98680128623,248218.02239258264,489.40854433328116,102.20385856628508,4.0,13.671560630749811,47.99999999720603,0.32000000016298147,High School,Full-time,Single,Yes,Yes,Auto,No,0
19.4,55114.54830763851,175045.57431119622,486.698475503991,25.77470649494201,2.0,22.35440339933252,60.0,0.16999999956926332,Master's,Unemployed,Single,Yes,No,Auto,No,1
50.199999999999996,134232.13738464986,52438.83340900737,763.0665698559178,91.25865169736991,2.0,13.454178879830097,12.0,0.3599999998370186,Bachelor's,Part-time,Married,Yes,Yes,Auto,Yes,0
32.4,135846.77843294496,56416.39379763426,622.3149104652263,109.44794837628676,3.0,19.784356705144596,60.0,0.47999999997671694,Master's,Self-employed,Single,Yes,Yes,Other,Yes,0
65.0,68321.25573849428,50174.39360675737,485.23250792413774,110.56602481183737,1.0,7.835822207116481,60.0,0.3999999998835847,Bachelor's,Full-time,Divorced,Yes,Yes,Business,No,0
61.6,62706.29754716142,219871.62284891857,640.5408081306473,93.46926980010916,2.0,17.810987106540935,47.99999999720603,0.8399999994644896,High School,Part-time,Married,Yes,No,Home,No,0
60.199999999999996,130687.06561853389,77164.35175474834,612.6409510054254,49.67605775191357,4.0,17.80704106111709,47.99999999720603,0.48999999994179233,High School,Part-time,Married,Yes,No,Home,No,0
42.0,55523.92811544959,237097.81859325658,770.9802608548152,95.61871121325966,2.0,19.50503655351816,47.99999999720603,0.2599999998137355,PhD,Part-time,Married,Yes,No,Business,No,0
67.0,122665.95184913183,88702.7494315111,615.9353626281804,89.24264978227266,2.0,17.62991298703242,60.0,0.2699999999650754,High School,Full-time,Married,Yes,No,Auto,No,0
35.8,17674.403765309697,228483.88055036866,621.9091476748952,48.25289917812983,4.0,19.509603028560434,47.99999999720603,0.7100000001047738,PhD,Self-employed,Divorced,Yes,No,Auto,Yes,1
69.0,63637.8999373724,245879.0602859666,476.10724688975773,108.51733873680172,3.0,22.376816245333018,47.99999999720603,0.18999999987194316,High School,Full-time,Single,Yes,No,Auto,No,0
24.4,18876.11453439228,125126.43973465227,593.4933867835191,0.09149909021600594,3.0,13.91423888613103,35.999999994412065,0.47999999997671694,High School,Self-employed,Divorced,Yes,Yes,Other,Yes,1
43.4,54127.56797861042,33327.8433544207,588.2848110495332,8.697159254620122,4.0,18.266998342284232,60.0,0.15999999979045243,Master's,Part-time,Single,Yes,No,Auto,No,1
35.6,54373.95587994366,210323.21152561417,776.0066107888722,45.70486266438497,4.0,17.75234602686305,60.0,0.5599999998835846,High School,Part-time,Married,Yes,Yes,Auto,No,0
68.0,18296.323475301575,248093.8051679483,426.2175461529329,75.4291520198875,2.0,24.134330865457734,60.0,0.4999999999068677,Bachelor's,Full-time,Divorced,Yes,No,Auto,No,0
60.6,63530.69563102808,182217.48122563993,503.98568722768357,54.317168482187476,3.0,13.733403141818338,47.99999999720603,0.1299999997089617,High School,Full-time,Divorced,Yes,Yes,Other,No,0
53.2,22584.253942163486,245828.80563211365,357.6184624576984,15.771663685508925,4.0,20.9250353736349,47.99999999720603,0.41999999962747103,Master's,Unemployed,Divorced,Yes,No,Home,No,1
51.0,105235.18582606669,26363.9601092236,625.9141485104137,69.98278540372448,2.0,4.64984726907449,35.999999994412065,0.8599999999534339,Bachelor's,Part-time,Married,Yes,Yes,Other,No,0
51.4,136775.07807806297,27556.691864839915,477.96748294028623,108.047238859359,3.0,12.519034319456908,60.0,0.2999999998603016,Bachelor's,Part-time,Single,Yes,No,Auto,No,0
53.0,81804.65654905669,244194.70227200416,555.8475685878302,51.51721793890866,3.0,17.24666741642558,47.99999999720603,0.16999999956926332,Bachelor's,Unemployed,Married,Yes,No,Other,Yes,0
18.2,17677.446748171806,227518.66019274076,429.9722919650311,25.24111779156167,4.0,24.134335977359292,12.0,0.7100000001047738,High School,Self-employed,Divorced,Yes,No,Home,No,1
19.6,15589.387431448184,162608.87763407288,725.5362180405148,53.63615272860884,4.0,12.320833702490393,60.0,0.10999999996507541,Master's,Full-time,Married,Yes,No,Business,No,1
67.8,56380.10637672272,63888.024073282264,622.4178581441329,42.16592544321109,3.0,24.014476418649892,47.99999999720603,0.4699999998253771,PhD,Part-time,Married,Yes,No,Auto,No,0
67.8,84166.66656360208,10824.111161209668,670.9667128689975,113.55374687108066,4.0,7.695799445902417,60.0,0.5499999999185093,High School,Self-employed,Single,Yes,Yes,Home,No,0
26.6,53657.33633847799,39968.152678964696,606.493595123406,19.225109464308506,4.0,18.710366346701136,60.0,0.7499999999650754,PhD,Part-time,Divorced,No,No,Business,No,1
30.0,52095.46696471061,170108.83206028232,330.65480100658135,0.9396957396389208,4.0,14.032200778516057,60.0,0.4099999998486601,Bachelor's,Part-time,Single,Yes,No,Auto,No,1
56.0,52006.18593804146,244720.463438714,426.2217684360737,81.93696493700541,4.0,24.12446462781506,12.0,0.47000000001164155,Bachelor's,Part-time,Married,Yes,No,Auto,No,0
69.0,84171.72259376448,111283.18702695034,592.6913421663203,42.105876449985864,2.0,3.8365122731836774,60.0,0.6599999999068678,Bachelor's,Part-time,Divorced,Yes,Yes,Education,No,0
21.2,18821.023037957733,196406.04124711038,588.114193204817,8.668007246606985,4.0,18.27179365922739,12.0,0.3299999999417923,Bachelor's,Part-time,Divorced,Yes,No,Auto,No,1
19.0,18342.351702204054,147435.15981160922,606.6275296464162,8.431655986567879,4.0,13.975909926357192,12.0,0.7199999998835848,Master's,Part-time,Divorced,Yes,No,Business,No,1
53.4,147586.09474111887,117443.03185611103,846.6672197537654,108.930886280474,4.0,19.107461107768458,60.0,0.6799999998370185,High School,Part-time,Single,Yes,No,Other,Yes,0
68.19999999999999,34005.7773382314,230390.15678996925,563.8815616776426,77.34702986067789,2.0,19.841108474182228,47.99999999720603,0.4999999999068677,Master's,Self-employed,Single,Yes,No,Other,No,0
61.6,67397.49907270621,40089.62444857918,606.4804071354401,109.44884915357662,4.0,9.358155927557535,60.0,0.4199999998137355,PhD,Self-employed,Divorced,Yes,No,Business,Yes,0
26.4,18028.54654572917,249200.58644951336,476.6193081379447,51.98556555225178,1.0,19.330143392088395,60.0,0.27999999974388634,Bachelor's,Unemployed,Married,Yes,Yes,Auto,No,0
18.0,50962.607579630945,52843.58934581363,615.4368615915154,94.68904471483292,1.0,19.412687702032898,60.0,0.2599999998137355,PhD,Full-time,Married,Yes,Yes,Other,Yes,1
51.6,52566.89754612439,18451.966764743433,623.5514305996596,53.87417809173329,4.0,16.54389410476291,60.0,0.38000000032596293,Bachelor's,Part-time,Married,Yes,Yes,Auto,No,1
63.4,24776.548620575933,221269.57589863555,568.0084670060334,118.21307942462458,4.0,6.257170645817456,60.0,0.7700000000814907,High School,Self-employed,Married,Yes,No,Auto,No,0
23.2,110602.61942847227,230867.76284559348,408.5291238358545,34.75601661199611,1.0,3.4764692972219713,12.0,0.8299999998719432,Bachelor's,Unemployed,Married,No,No,Business,No,1
19.0,17747.254343783774,216201.43661648067,622.4431863465447,8.924162113788576,4.0,16.877618185246277,60.0,0.19000000005820766,Bachelor's,Part-time,Single,Yes,No,Auto,No,1
68.0,63580.26829565812,230030.85893125992,560.1477098525845,34.78454421851424,1.0,13.76135435578445,47.99999999720603,0.2599999998137355,High School,Full-time,Married,Yes,No,Home,No,0
65.0,83684.2812187444,177442.87418584406,768.392258087963,93.47563910541955,1.0,21.181240560920266,35.999999994412065,0.47000000001164155,PhD,Full-time,Married,Yes,Yes,Home,No,0
22.8,18503.71549092017,207618.59338828796,543.9080312116789,1.8593751112603059,1.0,16.964584546970343,12.0,0.2599999998137355,Bachelor's,Part-time,Divorced,Yes,Yes,Auto,Yes,1
26.0,52808.77876444715,34853.58664995376,579.7903845789353,72.38350888094482,4.0,14.026845550445572,60.0,0.15999999979045243,Bachelor's,Part-time,Single,Yes,Yes,Auto,Yes,1
29.4,22509.97602271125,213702.05197857274,847.596973736211,58.97293328050825,4.0,19.184509615026066,12.0,0.799999999976717,Master's,Unemployed,Divorced,Yes,No,Auto,No,1
19.8,50531.795250848125,101220.29669908348,631.9635860775513,53.6657374621522,4.0,23.637057382731477,60.0,0.29000000008149074,High School,Part-time,Married,Yes,No,Home,No,1
31.799999999999997,54785.810373957924,24625.91557985775,606.479947608076,4.682398835821636,2.0,7.507252625584894,35.999999994412065,0.8800000000698492,PhD,Part-time,Married,Yes,No,Auto,No,1
32.4,50918.694061148606,216096.32191163866,842.822964274516,3.8688157680138984,2.0,14.430551247422247,12.0,0.7699999997089617,Master's,Part-time,Married,Yes,No,Home,No,1
30.0,52154.43955902021,80871.53247599294,609.5583182246328,30.951455847348893,4.0,16.897076593022113,60.0,0.47000000001164155,High School,Part-time,Married,Yes,Yes,Auto,No,1
66.0,69511.06232040703,49550.43358756007,631.3185267451495,29.811738923846683,3.0,3.836880271215197,12.0,0.2999999998603016,High School,Part-time,Married,Yes,Yes,Home,No,0
21.2,84968.965908339,238659.03635927918,545.7636602287562,1.859424789636262,2.0,23.56746087174338,60.0,0.27999999974388634,Bachelor's,Full-time,Divorced,Yes,No,Business,No,1
54.0,67929.81592866308,181660.72163202352,778.4879446638488,106.65965180370482,1.0,8.058886042698028,23.999999991618097,0.5699999996623956,PhD,Part-time,Divorced,Yes,No,Home,No,0
68.6,56239.169150985115,162315.18501155896,347.94504918994966,93.48307274153528,2.0,6.479198472918756,60.0,0.30999999982537707,Bachelor's,Unemployed,Married,Yes,No,Auto,No,0
66.6,56331.50921888801,240917.1216397167,834.2460991060934,108.46638296438995,2.0,14.43489233845726,47.99999999720603,0.4999999999068677,PhD,Unemployed,Married,Yes,No,Business,No,0
59.0,51229.94062564288,12570.03929914209,370.4180663317484,59.45979358359701,3.0,22.263972415550143,60.0,0.15999999979045243,High School,Self-employed,Divorced,No,Yes,Business,Yes,0
68.8,81506.37782673197,232877.13061605513,558.1047422024665,79.66055252162288,2.0,15.871775560656513,12.0,0.8100000001280568,High School,Full-time,Married,Yes,No,Auto,No,0
63.800000000000004,140796.75502373202,42921.82750862135,486.15193500373323,18.266134691253804,4.0,18.58426660144103,60.0,0.4900000001280569,Bachelor's,Unemployed,Married,No,No,Home,Yes,0
27.4,55180.45912410842,236421.9761642958,613.3237245602821,4.274759749480235,4.0,22.711385031417336,47.99999999720603,0.25999999944120644,High School,Part-time,Single,Yes,No,Auto,No,1
31.200000000000003,52565.54304918823,132199.6738994866,574.6606492965158,42.40200730958069,4.0,16.541797475736075,60.0,0.32000000016298147,High School,Part-time,Married,Yes,No,Business,No,1
66.80000000000001,76478.92741770807,229078.70693268225,572.0315226013845,90.31030964835321,3.0,2.894756776901138,12.0,0.7499999999650754,Bachelor's,Full-time,Married,No,No,Other,Yes,0
29.2,51449.301313320946,162633.02728083753,588.0331392246376,46.19876582622499,4.0,16.453409705623848,60.0,0.1299999998952262,High School,Unemployed,Single,Yes,No,Other,No,1
59.8,20887.7210436316,107408.72347336466,619.4766871874399,96.94530624545769,2.0,12.766827741588195,12.0,0.4999999999068677,High School,Self-employed,Divorced,Yes,Yes,Auto,Yes,0
67.6,68843.62174635046,232971.18428032173,631.1595458716992,115.8967407783253,3.0,2.5371712499245,60.0,0.6499999999417924,Bachelor's,Self-employed,Single,Yes,No,Home,No,0
66.6,75737.84117151631,44737.39148927326,343.28951738688386,82.80864632521026,1.0,12.98972583379823,47.99999999720603,0.7799999998603017,Bachelor's,Part-time,Married,Yes,Yes,Education,No,0
26.8,85864.64122736375,26062.348631010937,340.6926216470759,90.42127180086013,2.0,24.036413943450064,60.0,0.47000000001164155,Bachelor's,Part-time,Married,Yes,Yes,Auto,No,1
69.0,21932.755465822003,207474.4018191645,620.3314823504378,51.513614912869784,2.0,16.977991737264208,60.0,0.3799999999534339,Bachelor's,Part-time,Divorced,Yes,Yes,Auto,No,0
18.4,35690.335279626845,17748.973321567515,588.2488160601931,30.951512507850193,2.0,18.33933936630826,60.0,0.3299999999417923,Bachelor's,Part-time,Single,Yes,No,Auto,No,1
66.19999999999999,96940.71064765885,118875.81973782643,477.8036724917599,45.003936576890744,1.0,12.653812382082412,60.0,0.27999999974388634,High School,Part-time,Married,Yes,Yes,Auto,Yes,0
66.99999694828875,44040.60365188672,110273.45393299905,477.54241437640565,45.91179908926408,2.0,3.880766133424073,60.0,0.43000000033760444,Bachelor's,Unemployed,Single,No,Yes,Auto,No,0
53.6,28234.716438980708,236190.9527717137,740.2682495222585,104.33010605171559,1.0,2.6010806339353043,47.99999999720603,0.1299999998952262,PhD,Unemployed,Single,Yes,No,Auto,No,0
18.0,91547.38035981669,208661.9826455745,749.4428274935211,15.486385043590884,2.0,23.181550153717765,60.0,0.7300000000349246,High School,Self-employed,Divorced,Yes,Yes,Other,Yes,1
20.8,17841.834193138366,246701.86546149242,433.1886307194802,17.78313298215697,1.0,13.942128971389526,47.99999999720603,0.5199999998370186,High School,Self-employed,Single,Yes,No,Home,No,1
68.6,40094.826301227746,107999.36445835032,463.63433437646233,70.27683043649346,3.0,14.835187513887695,60.0,0.4599999998603016,Bachelor's,Part-time,Married,Yes,No,Home,No,0
26.4,16619.45796530192,162554.44026349913,635.4818418518365,52.58544526891444,4.0,15.299306530607703,12.0,0.3399999991618097,Master's,Unemployed,Married,Yes,Yes,Home,No,1
53.2,85809.68696558468,240596.26003721642,357.59830639874525,68.4010422326161,4.0,21.070085740881062,35.999999994412065,0.48999999994179233,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,No,1
59.8,89979.5411056966,209781.3247959272,627.7867929501895,89.52177185204852,4.0,18.280870298103167,60.0,0.4999999999068677,Master's,Unemployed,Married,Yes,No,Auto,No,0
48.8,79578.27918671799,123212.47089400247,702.0685412006146,111.07764655749259,3.0,8.299012340472316,47.99999999720603,0.28666666657353446,PhD,Part-time,Single,Yes,No,Auto,No,0
19.0,122247.39136655102,108859.571517934,579.4052427435306,8.667993060701525,4.0,21.20735627035549,60.0,0.46999999963911254,PhD,Part-time,Married,Yes,Yes,Home,No,1
67.6,34528.23686803278,108077.3179398564,316.71642569050107,78.69447102553549,4.0,3.137335872097718,35.999999994412065,0.8300000000582076,Bachelor's,Self-employed,Divorced,No,Yes,Other,Yes,0
67.0,26098.74802322284,207873.28939363203,571.5111325954811,31.758655229992854,4.0,7.336580808227086,60.0,0.739999999254942,Bachelor's,Unemployed,Married,No,No,Auto,Yes,0
26.200000000000003,17281.957840358362,246694.36249913982,562.9361266274788,21.50720286381133,2.0,19.823697444536656,12.0,0.7400000001862646,High School,Self-employed,Divorced,Yes,No,Home,No,1
